wise_designation,obs_sdss_ra,obs_sdss_dec,obs_psfmag_i,obs_tel,obs_date,obs_obs,obs_instrument,obs_class1,obs_class2,obs_z,obs_specfile,target,comment,ELQS_target,PS_ELQS_target,PS_ELQS_target_old
J164804.85+493326.8,252.020202,49.55744442,17.15605,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,4.22,J1648+4933_comb_3,ELQS,J1648+4933_comb_3,primary,,
J164829.78+145241.7,252.12400000000002,14.878,18.6,VATT,160310,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,1.95,J1648+1452,ELQS,,secondary,,
J164852.28+520951.3,252.2178901,52.1642707,18.17997,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,BAL,3.685,J1648+5209,ELQS,,secondary,,
J164852.74+095941.9,252.2197675,9.9950271,17.76933724,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,2.905,J1648+0959,ELQS_S,,,priority_3,old_priority_3
J165054.63+194411.4,252.7274985,19.73680981,17.248829999999998,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1650+1944,ELQS,,secondary,,
J165232.19+182142.3,253.13415849999998,18.36178363,18.9901,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,UNID,-999.0,sbdbbQ0124.ms.fits,,,,,
J165246.90+120311.5,253.195,12.052999999999999,17.92,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,NOTOBS,close star,-999.0,80,,,,,
J165436.04+732835.0,253.65015930000004,73.47640098,17.63287,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,4.41,J1654+7328_comb_2,ELQS,J1654+7328_comb_2,primary,,
J165557.06+142159.8,253.9880281,14.36673243,17.63906,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1655+1421,ELQS,,secondary,,
J165759.89+493454.4,254.4991751,49.58120259,18.19812,VATT,160315,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1657+4934,ELQS,,secondary,,
J165820.17+154758.9,254.584064,15.79971305,18.03959,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,QSO,2.72,J1658+1547,ELQS,,primary,,
J165828.03+502308.0,254.61684219999998,50.38554896,18.12179,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,QSO,BAL_CHECKZ,3.08,J1658+5023,ELQS,,secondary,,
J165842.46+243231.7,254.6771226,24.54202805,19.2611,MMT,150509,"Jinyi Yang, Feige Wang",RedChannelSpectrograph,STAR,MV,-999.0,sbdbbQ0125.ms.fits,,,,,
J165918.02+233649.7,254.8243292,23.613917899999997,18.52892,VATT,160314,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1659+2336,ELQS,,secondary,,
J165920.60+131219.3,254.83586699999998,13.20537002,14.620529999999999,VATT,160412,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1659+1312,ELQS,,secondary,,
J165929.37+653820.8,254.8724111,65.63912433,18.34740095,MMT,180514,"Schindler, Wenzl",RedChannel,QSO,QSO,3.805,J1659+6538,3,,,,
J170122.52+223043.5,255.3438627,22.512196399999997,18.071270000000002,VATT,160413,"Yun-Hsin Huang, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1701+2230,ELQS,,primary,,
J170456.49+351416.9,256.2350264,35.2381437,17.922729999999998,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1704+3514,ELQS,,primary,,
J170543.12+290602.8,256.4299909,29.10035713,17.74878,VATT,170417,"Schindler, Pucha, O'Donnell",VattSpec,STAR,G,-999.0,J1705+2906,ELQS,,secondary,,
J170548.61+315909.1,256.452,31.986,17.46,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,G,-999.0,J1705+3159,ELQS,,secondary,,
J170703.88+202538.4,256.7660922,20.42757631,18.111420000000003,VATT,170419,"Schindler, Pucha, O'Donnell",VattSpec,QSO,QSO,2.74,J1707+2025,ELQS,,primary,,
J170713.57+232715.1,256.806,23.454,18.22,VATT,160313,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,K,-999.0,J1707+2327,ELQS,,secondary,,
J170844.71+282731.0,257.186,28.458000000000002,17.75,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,2.89,J1708+2827,ELQS,,secondary,,
J171205.04+380058.3,258.02099999999996,38.016,17.68,VATT,160312,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,M,-999.0,J1712+3800,ELQS,,secondary,,
J171301.09+665825.8,258.2545858,66.97386175,18.2907605,VATT,180518,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,2.55,J1713+6658,PS-ELQS,,,,
J171415.83+205757.8,258.56575319999996,20.96620657,17.91810625,VATT,180518,"Schindler, Littke, Hughes",VattSpec,NOTQSO,UNID,-999.0,J1714+2057,PS-ELQS,,,,
J171511.18+625526.0,258.7966162,62.92391609,17.62562,VATT,170503,"Schindler, Spalding",VattSpec,QSO,QSO,1.58,J1715+6255_2,ELQS,,primary,,
J171611.53+362419.9,259.0485812,36.40586708,17.94719,VATT,170406,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,F,-999.0,J1716+3624,ELQS,,primary,,
J171721.32+422428.3,259.3389462,42.40781113,18.20289,MMT,180514,"Schindler, Wenzl",RedChannel,QSO,QSO,3.495,J1717+4224_a,secondary,,,,
J171724.82+274746.3,259.3537196,27.79611991,17.055310000000002,VATT,180319,"Schindler, Rees",VattSpec,STAR,K,-999.0,J1717+2747,ELQS_lowz,,lowZ_bright,,
J171946.02+253804.2,259.9415872,25.63515638,17.92362,VATT,170418,"Schindler, Pucha, O'Donnell",VattSpec,STAR,K,-999.0,J1719+2538,ELQS,,primary,,
J172046.12+004328.0,260.1922186,0.7244964,17.90840457,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,3.375,J1720+0043,ELQS_S,,,priority_2,old_priority_2
J172338.84+392621.4,260.91200000000003,39.439,17.9,MMT,170517,Schindler,RedChannelSpectrograph,QSO,QSO,3.465,J1723+3926_comb_2,ELQS,J1723+3926_comb_2,primary,,
J1730+5850,262.7,58.8,20.6,MMT,180514,"Schindler, Wenzl",RedChannel,QSO,BAL,-999.0,J1730+5850,Highz_Lukas,backup target need accurate information,,,
J173003.68+484630.7,262.5153024,48.77521404,16.96746808,VATT,180518,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,3.355,J1730+4846,PS-ELQS,,,,
J173008.75+551927.7,262.53706009999996,55.32393725,18.05838,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1730+5519,ELQS,,primary,,
J173248.41+671353.9,263.20144730000004,67.23172392,17.41628,VATT,170405,"Jan-Torge Schindler, Jon Rees",VattSpec,STAR,K,-999.0,J1732+6713,ELQS,,primary,,
J173751.97+494520.9,264.4668938,49.75607952,17.86267,VATT,160313,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,STAR,UNID,-999.0,J1737+4945,ELQS,,secondary,,
J174047.83+271446.8,265.1987995,27.24618707,20.69180355,MMT,180514,"Schindler, Wenzl",RedChannel,STAR,M,-999.0,J1740+2714,Highz_Lukas,,,,
J174356.26+304335.5,265.9842305,30.72672967,20.71800548,MMT,180514,"Schindler, Wenzl",RedChannel,STAR,M,-999.0,J1743+3043,Highz_Lukas,,,,
J174548.09+463345.7,266.45,46.563,18.06,VATT,160313,"Nicolas Garavito, Jan-Torge Schindler",VATTSpec,QSO,QSO,3.01,J1745+4633,ELQS,,secondary,,
J174713.48+295532.1,266.80618300000003,29.92563872,18.34479832,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,3.465,J1747+2955,ELQS_S,,,priority_4,old_priority_4
J174833.62+295216.1,267.1403072,29.87139253,17.75423882,VATT,180320,"Schindler, Rees",VattSpec,STAR,UNID,-999.0,J1748+2952,ELQS_S,,,priority_3,old_priority_3
J175334.52+374907.2,268.39387519999997,37.818646,18.19205944,VATT,180518,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,2.945,J1753+3749,PS-ELQS,,,,
J175521.13+300904.3,268.83803439999997,30.15117756,17.89055706,VATT,180321,"Schindler, Rees",VattSpec,QSO,QSO,3.025,J1755+3009,ELQS_S,,,priority_3,old_priority_3
J175629.85+260740.4,269.12438860000003,26.12793623,17.27146941,VATT,180320,"Schindler, Rees",VattSpec,QSO,QSO,3.48,J1756+2607,ELQS_S,,,priority_2,old_priority_2
J180030.23+793447.0,270.1260826,79.57974302,17.934197199999996,VATT,180518,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,2.755,J1800+7934,PS-ELQS,,,,
J180209.69+401253.7,270.5403733,40.21493559,18.15764999,VATT,180518,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,3.525,J1802+4012,PS-ELQS,moved out of slit,,,
J180311.95+703825.6,270.79981749999996,70.64048478,17.94262444,VATT,180518,"Schindler, Littke, Hughes",VattSpec,QSO,BAL,2.715,J1803+7038,PS-ELQS,,,,
J180312.14+284339.9,270.8010006,28.72783954,17.89851143,MMT,171021,Schindler,RedChannel,NOTQSO,UNID,-999.0,J1803+2843,,,,priority_3,old_priority_3
J180724.60+280814.8,271.8526381,28.13733469,17.89514847,MMT,171020,Schindler,RedChannel,QSO,QSO,2.15,J1807+2808,,reobserve,,priority_2,old_priority_2
J181027.30+342408.8,272.6137859,34.40245821,18.25842902,VATT,171109,"Schindler, Huang",VattSpec,QSO,QSO,3.33,J1810+3424,,,,priority_4,old_priority_4
J181041.34+345449.4,272.672274,34.913740000000004,18.04178275,VATT,171109,"Schindler, Huang",VattSpec,QSO,QSO,3.46,J1810+3454,,,,priority_4,old_priority_4
J181706.18+482226.0,274.2757725,48.37390957,17.38615018,VATT,180518,"Schindler, Littke, Hughes",VattSpec,QSO,QSO,3.705,J1817+4822,PS-ELQS,,,,
J1819+6240,274.8,62.7,20.9,MMT,180514,"Schindler, Wenzl",RedChannel,STAR,M,-999.0,J1819+6240,Highz_Lukas,backup target need accurate information,,,
